"stop_id","stop_name","stop_lat","stop_lon","location_type","platform_code"
"260911","Vogelstang West","49.507025","8.5317219","0","C"
"260912","Vogelstang West","49.5074339","8.5315519","0","D"
"260914","Vogelstang West","49.5058181","8.5332769","0","E"
"261001","Vogelstang Zentrum","49.5102681","8.5386219","0","A"
"261002","Vogelstang Zentrum","49.5105081","8.5393669","0","B"
"261011","Vogelstang Zentrum","49.5109039","8.5392861","0","C"
"261012","Vogelstang Zentrum","49.5107181","8.5393489","0","D"
"261013","Vogelstang Zentrum","49.5111839","8.5381631","0","E"
"261014","Vogelstang Zentrum","49.5112081","8.5384689","0","F"
"261111","Alsenweg","49.5318039","8.4843539","0","B"
"261112","Alsenweg","49.5320731","8.4835731","0","A"
"261201","Altrheinstraße","49.5253439","8.4711311","0","A"
"261202","Altrheinstraße","49.5258569","8.470915","0","B"
"261211","Altrheinstraße","49.5257","8.471095","0","C"
"261212","Altrheinstraße","49.525595","8.4711939","0","D"
"261311","Am Herrschaftswald","49.5340669","8.5075311","0","B"
"261312","Am Herrschaftswald","49.5338281","8.5077461","0","A"
"261401","Erlöserkirche","49.5253439","8.4977211","0","A"
"261402","Erlöserkirche","49.5261719","8.4957","0","B"
"261521","Waldhof Bahnhof","49.52479","8.48174","0","A"
"261522","Waldhof Bahnhof","49.525245","8.4819831","0","B"
"261523","Waldhof Bahnhof","49.5246789","8.4817489","0","C"
"261601","Roche","49.528295","8.4690831","0","A"
"261602","Roche","49.5287081","8.468715","0","B"
"261611","Roche","49.5284169","8.4691281","0","C"
"261612","Roche","49.5287031","8.4689119","0","D"
"261711","Eschenhof","49.53546","8.5045839","0","B"
"261712","Eschenhof","49.5355469","8.504225","0","A"
"261811","Föhrenweg","49.53711","8.5000481","0","B"
"261812","Föhrenweg","49.537215","8.4996531","0","A"
"261911","Wetzlarer Winkel","49.52251","8.4895469","0","B"
"261912","Wetzlarer Winkel","49.5225281","8.4896089","0","A"
"262001","Freilichtbühne","49.5335419","8.4929511","0","A"
"262002","Freilichtbühne","49.5338981","8.4932211","0","B"
"262111","Freyaplatz","49.5297169","8.4930769","0","A"
"262112","Freyaplatz","49.5296239","8.492125","0","B"
"262211","Glücksburger Weg","49.5364039","8.4862681","0","B"
"262212","Glücksburger Weg","49.5361011","8.4852981","0","A"
"262311","Kasseler Straße","49.5274369","8.4983589","0","A"
"262312","Kasseler Straße","49.5275419","8.498395","0","B"
"262411","Langer Schlag","49.5311281","8.5096869","0","B"
"262412","Langer Schlag","49.5310931","8.5095789","0","A"
"262511","Neueichwaldstraße","49.5303061","8.4999219","0","A"
"262512","Neueichwaldstraße","49.5303061","8.500245","0","B"
"262601","Waldhof Nord","49.5306211","8.4814261","0","A"
"262602","Waldhof Nord","49.5311919","8.4810219","0","B"
"262611","Waldhof Nord","49.5325511","8.4811111","0","C"
"262612","Waldhof Nord","49.5327489","8.48121","0","D"
"262721","Papyrus","49.5333789","8.4601089","0","A"
"262722","Papyrus","49.5335939","8.4595069","0","B"
"262811","Taunusplatz","49.524055","8.4848661","0","A"
"262812","Taunusplatz","49.523775","8.4853331","0","B"
"262911","Waldpforte","49.5379031","8.4965981","0","B"
"262912","Waldpforte","49.5379781","8.4967419","0","A"
"263001","Waldstraße","49.52826","8.4900861","0","A"
"263002","Waldstraße","49.5285511","8.4894211","0","B"
"263011","Waldstraße","49.5281019","8.4885219","0","D"
"263012","Waldstraße","49.52812","8.4887111","0","E"
"263013","Waldstraße","49.5290581","8.4885581","0","C"
"263121","Zellstoff-Fabrik","49.5311981","8.4653011","0","A"
"263122","Zellstoff-Fabrik","49.5315011","8.4648339","0","B"
"263212","Alemannenstraße","49.4949611","8.5531831","0","A"
"263311","Amorbacher Straße","49.497995","8.5429419","0","A"
"263401","Kiesäcker","49.4990389","8.5365639","0","A"
"263402","Kiesäcker","49.4989161","8.5365911","0","B"
"263412","Kiesäcker","49.4984611","8.536645","0","D"
"263501","Wallstadt Bahnhof","49.4988061","8.5487189","0","A"
"263502","Wallstadt Bahnhof","49.498485","8.5493831","0","B"
"263611","Osterburker Straße","49.4937239","8.5462211","0","B"
"263612","Osterburker Straße","49.493905","8.5470661","0","A"
"263812","Wallstadtschule","49.4976089","8.5487719","0","A"
"263911","Wallstadt Sportanlagen","49.5006369","8.542475","0","B"
"263912","Wallstadt Sportanlagen","49.500795","8.542215","0","A"
"264012","Wallstadt Wasserturm","49.4992611","8.5443261","0","A"
"264211","Hansastraße","49.5091889","8.4693881","0","C"
"264212","Hansastraße","49.5092419","8.4684","0","B"
"264301","Wallstadt Ost","49.4975039","8.5533539","0","1"
"264302","Wallstadt Ost","49.4972889","8.5539831","0","2"
"264311","Wallstadt Ost","49.4975281","8.5545311","0","C"
"264411","Spreewaldallee","49.517075","8.5561031","0","A"
"264501","Wallstadt West","49.5005319","8.54385","0","1"
"264502","Wallstadt West","49.5002581","8.5443981","0","2"
"264511","Wallstadt West","49.5007131","8.5436431","0","C"
"264601","Stollenwörth","49.4510111","8.4731431","0","A"
"264602","Stollenwörth","49.4505969","8.47194","0","B"
"264911","Öllager","49.5298689","8.4470919","0","A"
"265001","Waldfriedhof","49.5356119","8.4944781","0","A"
"265011","Waldfriedhof","49.5358619","8.4948561","0","C"
"265012","Waldfriedhof","49.5358211","8.4949719","0","D"
"265111","Malzstraße","49.5134411","8.517915","0","A"
"265911","Fürstenwalder Weg","49.51035","8.5355039","0","A"
"265912","Fürstenwalder Weg","49.5103031","8.5355669","0","B"
"266711","Auf den Ried","49.50258","8.5378489","0","A"
"267011","Otto-Thiele-Platz","49.4677689","8.4008381","0","A"
"267012","Otto-Thiele-Platz","49.46802","8.4008831","0","B"
"267511","MA Frankenstraße","49.4929239","8.5510719","0","A"
"268011","Gotenstraße","49.49971","8.55524","0","A"
"269111","Wallstadt Friedhof","49.5005269","8.5526889","0","A"
"269311","Storchenstraße","49.5017981","8.5504339","0","A"
"269411","Wallstadt Mitte","49.4963319","8.5463919","0","A"
"269611","Georg-Heieck-Straße","49.5103269","8.3840569","0","A"
"269712","Steinzeugstraße","49.4469581","8.5674219","0","A"
"269714","Steinzeugstraße","49.4476239","8.567395","0","B"
"269911","Werner-Heisenberg-Straße","49.5287611","8.4508289","0","A"
"270711","Siebenbürger Straße","49.5099419","8.5563811","0",
"271001","Hermann-Gutzmann-Schule","49.5228311","8.5007839","0","A"
"271002","Hermann-Gutzmann-Schule","49.5232219","8.5012789","0","B"
"271011","Hermann-Gutzmann-Schule","49.5239739","8.5014581","0","C"
"271012","Hermann-Gutzmann-Schule","49.5237869","8.5012431","0","D"
"272901","Jugendverkehrsschule","49.5113819","8.4939389","0","A"
"272902","Jugendverkehrsschule","49.5117911","8.49349","0","B"
"273211","Herrenalber Straße","49.4688961","8.5518719","0","B"
"273212","Herrenalber Straße","49.4690831","8.5520869","0","A"
"273411","Robert-Lauth-Straße","49.5090961","8.3830239","0","B"
"273412","Robert-Lauth-Straße","49.5092011","8.3831139","0","A"
"276312","Eisenlohrplatz","49.5008819","8.494065","0","A"
"276511","Wohlgelegen EKZ","49.5037061","8.4996081","0","A"
"280511","Friedrich-Engelhorn-Straße","49.4999611","8.4971461","0","A"
"280611","Brauerei","49.4959869","8.4898611","0","A"
"280711","IKEA/Scharhof","49.5567981","8.444855","0","A"
"280912","Landzungenstraße","49.4953811","8.45427","0","A"
"281001","Maxdorf","49.4801089","8.29357","0","1"
"281002","Maxdorf","49.4801561","8.2938311","0","2"
"281401","Maxdorf Süd","49.4763789","8.2892761","0","1"
"281402","Maxdorf Süd","49.47656","8.2892669","0","2"
"282911","Kirchwaldstraße","49.5349531","8.4912619","0","B"
"282912","Kirchwaldstraße","49.5349411","8.4911189","0","A"
"283011","Feuerwache Nord","49.5175181","8.5082761","0","B"
"283012","Feuerwache Nord","49.5173611","8.5087531","0","A"
"283312","Saarburger Ring","49.4459069","8.57565","0","A"
"284721","SAP Arena","49.4649089","8.5204669","0","A"
"284722","SAP Arena","49.463315","8.5189569","0","B"
"284911","Heinrich-Halfen-Straße","49.5076261","8.38077","0","A"
"285812","Böcklinstraße","49.466","8.4475139","0","A"
"285911","Parkinsel","49.46617","8.45179","0","A"
"286511","Schwanthalerplatz","49.4692811","8.4555631","0","A"
"286711","Rheingönheim Gemeindehaus","49.4442889","8.4155431","0","B"
"286712","Rheingönheim Gemeindehaus","49.4442661","8.4155881","0","A"
"287511","Meßkircher Straße","49.461365","8.5617081","0","A"
"287512","Meßkircher Straße","49.4615461","8.5618339","0","B"
"291112","Pfalzburger Straße","49.4430689","8.5732431","0","A"
"295111","Besselstraße","49.4503169","8.5161461","0","B"
"295112","Besselstraße","49.4502869","8.5163069","0","A"
"295411","Krügerstraße","49.4536389","8.5163069","0","B"
"295412","Krügerstraße","49.4535519","8.516155","0","A"
"298512","Neckargemünd Altes Rathaus","49.3932439","8.7994561","0","A"
"298611","Neckargemünd Bahnhof","49.3941089","8.7871939","0","A"
"298612","Neckargemünd Bahnhof","49.3940619","8.7873381","0","B"
"298812","Dreikreuzweg","49.384145","8.8025469","0","A"
"298911","Eichendorffstraße","49.3850169","8.8032739","0","A"
"299311","Friedrich-Ebert-Straße","49.3882619","8.8036339","0","A"
"299312","Friedrich-Ebert-Straße","49.38866","8.8035711","0","B"
"299511","Hanfmarkt","49.3948169","8.79669","0","B"
"299512","Hanfmarkt","49.3947639","8.7967161","0","A"
"299612","Herrenweg","49.3811161","8.8032919","0","A"
"299711","Kümmelbacher Hof","49.393145","8.7766569","0","B"
"299712","Kümmelbacher Hof","49.3929219","8.7767561","0","A"
"299811","Letzter Heller","49.39377","8.8008669","0","A"
"299911","Melacpass","49.3928761","8.7814719","0","B"
"299912","Melacpass","49.3927939","8.7818489","0","A"
"300111","Neckargemünd Bildungszentrum","49.3840339","8.8058431","0","B"
"300311","Stadttor","49.3921619","8.8014869","0","B"
"300312","Stadttor","49.39163","8.8010911","0","A"
"301211","Apostelkirche","49.4874331","8.432405","0","B"
"301212","Apostelkirche","49.4874389","8.4325931","0","A"
"301411","Schützenhausbrücke","49.3945769","8.7917581","0","B"
"301412","Schützenhausbrücke","49.3944781","8.79059","0","A"
"301812","Havellandstraße","49.5192039","8.5492311","0","A"
"301911","Taylor Nord","49.51932","8.5536411","0","A"
"302401","Husarenweg","49.4693981","8.5025269","0","A"
"302402","Husarenweg","49.4690769","8.502985","0","B"
"302411","Husarenweg","49.4688731","8.5001111","0","D"
"302412","Husarenweg","49.4688489","8.500075","0","C"
"302501","Ulanenweg","49.4676869","8.5061381","0","A"
"302502","Ulanenweg","49.4673839","8.5067581","0","B"
"302511","Ulanenweg","49.4676469","8.5034169","0","D"
"302512","Ulanenweg","49.4676061","8.50347","0","C"
"302601","Gerd-Dehof-Platz","49.4660589","8.5099019","0","A"
"302602","Gerd-Dehof-Platz","49.4656269","8.5100369","0","B"
"302611","Gerd-Dehof-Platz","49.4656211","8.5084831","0","C"
"302701","SAP Arena Süd","49.46311","8.516505","0","A"
"302702","SAP Arena Süd","49.4628011","8.517125","0","B"
"302801","Technoseum Süd","49.4761169","8.49358","0","A"
"302802","Technoseum Süd","49.4758539","8.4941639","0","B"
"302811","Technoseum Süd","49.4760181","8.4935169","0","C"
"302812","Technoseum Süd","49.47586","8.493535","0","D"
"304111","Im Bieth","49.3868119","8.6625619","0","A"
"304112","Im Bieth","49.3866781","8.6624811","0","B"
"305301","Franklin Mitte","49.5199969","8.528875","0","A"
"305302","Franklin Mitte","49.5201369","8.5292431","0","B"
"305701","Franklinschule","49.5172969","8.5254519","0","A"
"305702","Franklinschule","49.5176989","8.5258381","0","B"
"305811","Rooseveltstraße","49.5219681","8.5285419","0","A"
"305911","Offizierssiedlung","49.520545","8.5254339","0","A"
"308411","Hatschekstraße","49.363135","8.6861431","0","A"
"308711","Washingtonstraße","49.5178039","8.5287039","0","A"
"327811","Luzenberg Ost","49.5157861","8.4760539","0","B"
"327812","Luzenberg Ost","49.5167719","8.4779219","0","A"
"328411","Nachtweide","49.5413069","8.4052039","0","A"
"330611","Floßwörth","49.4600039","8.4996081","0","B"
"330612","Floßwörth","49.4600681","8.4988531","0","A"
"336812","Rohrbach NVZ","49.383385","8.6792711","0","A"
"339811","Lincolnallee","49.520545","8.5326211","0","A"
"344012","Abzweig Klinge","49.4558","8.807245","0","A"
"344112","Krone","49.4608331","8.8064","0","A"
"344212","Pflug","49.4654281","8.8043789","0","A"
"344311","Steinachbrücke","49.4670569","8.8014239","0","B"
"344312","Steinachbrücke","49.4669811","8.801415","0","A"
"344412","Festplatz","49.4305381","8.811395","0","A"
"344512","Abzw. Lindenbach","49.4205061","8.8066161","0","A"
"344611","Käfertal Kulturhaus","49.5101081","8.5159861","0","A"
"344612","Käfertal Kulturhaus","49.5097689","8.5154931","0","B"
"344712","Schönau Marktplatz","49.437075","8.8098411","0","A"
"345012","Schönau Sparkasse","49.4348789","8.809365","0","A"
"345111","Moll-Gymnasium","49.4633561","8.4693789","0","A"
"345411","Kormoranstraße","49.501775","8.5458981","0","A"
"347901","Schriesheim Bahnhof","49.4717511","8.6602261","0","1"
"347902","Schriesheim Bahnhof","49.4723169","8.660155","0","3"
"347903","Schriesheim Bahnhof","49.472235","8.66011","0","2"
"348201","Schriesheim Süd","49.4632561","8.6636669","0","1"
"348202","Schriesheim Süd","49.4638811","8.6634961","0","2"
"348401","Zentgrafenstraße","49.4768581","8.6577019","0","1"
"348402","Zentgrafenstraße","49.47736","8.6574689","0","2"
"349511","Glücksteinallee","49.4730169","8.4766919","0","A"
"349512","Glücksteinallee","49.4744819","8.4741489","0","B"
"349611","Hochschule West","49.4719369","8.4792431","0","A"
"349612","Hochschule West","49.4716689","8.4798539","0","B"
"349711","Funaristraße","49.51606","8.5236919","0","A"
"370311","Lilienthal-Center","49.5478989","8.4575039","0","A"
"383501","Viernheim Walter-Gropius-Allee","49.5391439","8.59544","0","2"
"383502","Viernheim Walter-Gropius-Allee","49.5392781","8.5962389","0","1"
"384101","Viernheim Kapellenberg","49.5297989","8.5751831","0","2"
"384102","Viernheim Kapellenberg","49.529775","8.576","0","1"
"385101","Viernheim Bahnhof","49.5353719","8.58245","0","2"
"385102","Viernheim Bahnhof","49.5356761","8.5832769","0","1"
"385103","Viernheim Bahnhof","49.5353381","8.5825039","0","3"
"385301","Viernheim Ost","49.53746","8.5894031","0","2"
"385302","Viernheim Ost","49.5375181","8.5897719","0","1"
"385911","Bismarckstraße","49.4829219","8.4455111","0","A"
"386501","Viernheim Tivoli","49.5281081","8.56487","0","2"
"386502","Viernheim Tivoli","49.528295","8.5656969","0","1"
"388812","Rieslingweg","49.4998561","8.5071981","0","A"
"389401","SAP Arena S-Bahnhof","49.4599919","8.5169539","0","A"
"389402","SAP Arena S-Bahnhof","49.459695","8.5176281","0","B"
"389411","SAP Arena S-Bahnhof","49.4602961","8.5163519","0","C"
"389412","SAP Arena S-Bahnhof","49.4602669","8.5162889","0","D"
"390211","Wachenheimer Straße","49.5014019","8.5103611","0","A"
"390212","Wachenheimer Straße","49.5014369","8.510585","0","B"
"390411","Deidesheimer Straße","49.5027431","8.51346","0","A"
"390412","Deidesheimer Straße","49.5025919","8.5131811","0","B"
"392011","Chisinauer Platz","49.5041261","8.5167661","0","A"
"392012","Chisinauer Platz","49.5041439","8.5169719","0","B"
"395011","Anna-Sammet-Straße","49.5038689","8.5216431","0","A"
"395012","Anna-Sammet-Straße","49.5037989","8.5218769","0","B"
"402611","Rüdesheimer Straße","49.5044881","8.5056081","0","A"
"404801","Sullivan","49.522545","8.5341839","0","A"
"404802","Sullivan","49.5226331","8.534965","0","B"
"404911","Franklin Sportanlagen","49.5188769","8.5311389","0","A"
"407701","Hohensachsen","49.5201719","8.655295","0","1"
"407702","Hohensachsen","49.520755","8.6553039","0","2"
"408401","Lützelsachsen Bergstraße","49.526615","8.656885","0","1"
"408402","Lützelsachsen Bergstraße","49.5271569","8.657415","0","2"
"408501","Lützelsachsen Pilgerhaus","49.5327081","8.65825","0","1"
"408502","Lützelsachsen Pilgerhaus","49.5332619","8.6586269","0","2"
"410501","Blumenstraße","49.5446239","8.6376339","0","2"
"410502","Blumenstraße","49.5444719","8.638505","0","1"
"410901","Weinheim Hauptbahnhof","49.551845","8.6654639","0","2"
"410902","Weinheim Hauptbahnhof","49.5513031","8.6652569","0","1"
"411301","Weinheim Freiburger Straße","49.54537","8.6287939","0","2"
"411302","Weinheim Freiburger Straße","49.5451069","8.63095","0","1"
"411801","Händelstraße","49.54868","8.6555461","0","2"
"411802","Händelstraße","49.5490181","8.6565611","0","1"
"413201","Rosenbrunnen","49.5408061","8.6606489","0","1"
"413202","Rosenbrunnen","49.5414119","8.6610081","0","2"
"413601","Stahlbad","49.5451131","8.6492669","0","2"
"413602","Stahlbad","49.5449681","8.6490869","0","1"
"414601","Weinheim Alter OEG-Bahnhof","49.5492281","8.6650411","0","2"
"414602","Weinheim Alter OEG-Bahnhof","49.5486511","8.6648981","0","1"
"414603","Weinheim Alter OEG-Bahnhof","49.5491119","8.6651131","0","3"
"414691","Weinheim Alter OEG-Bahnhof","49.5481561","8.6647539","0","n/a"
"414692","Weinheim Alter OEG-Bahnhof","49.5497","8.6651039","0","n/a"
"425611","Schwetzinger Terrasse","49.3994589","8.6716439","0","B"
"425612","Schwetzinger Terrasse","49.3993181","8.6717611","0","A"
"427201","HD Hauptbahnhof Süd","49.4020189","8.6738811","0","B"
"427202","HD Hauptbahnhof Süd","49.40185","8.6740611","0","A"
"427211","HD Hauptbahnhof Süd","49.4020019","8.6729019","0","E"
"427212","HD Hauptbahnhof Süd","49.4013761","8.6724789","0","F"
"427234","HD Hauptbahnhof Süd","49.4018439","8.6743119","0","C"
"427402","Gadamerplatz","49.4038139","8.6679519","0","D"
"427403","Gadamerplatz","49.4033581","8.6684281","0","B"
"427404","Gadamerplatz","49.4032819","8.6685","0","A"
"427501","Eppelheimer Terrasse","49.4051989","8.6597861","0","B"
"427502","Eppelheimer Terrasse","49.4054039","8.6594539","0","A"
"427812","Maria-Mitchel-Straße","49.4042461","8.6704581","0","V2"
"429011","Wilhelmsfeld Autohalle","49.4630689","8.7634339","0","B"
"429012","Wilhelmsfeld Autohalle","49.4630581","8.7634611","0","A"
"429111","Kettenschmiede","49.4688731","8.7890089","0","A"
"429112","Kettenschmiede","49.4687789","8.7897369","0","B"
"429311","Wilhelmsfeld Rathaus","49.4657261","8.7607389","0","A"
"429312","Wilhelmsfeld Rathaus","49.4655161","8.7608111","0","B"
"429511","Schriesheimer Hof","49.47032","8.7542981","0","B"
"429512","Schriesheimer Hof","49.4702089","8.7544511","0","A"
"429611","Unterdorf","49.46659","8.772345","0","B"
"429612","Unterdorf","49.4666311","8.7727669","0","A"
"429711","Wilhelmshöhe","49.4682419","8.758215","0","B"
"429712","Wilhelmshöhe","49.4681719","8.75826","0","A"
"460611","Rheingönheim Hauptstraße","49.4451831","8.4199719","0","B"
"460612","Rheingönheim Hauptstraße","49.4453111","8.4207719","0","A"
"474311","Oppau Friedhof","49.5218739","8.4086711","0","A"
"474312","Oppau Friedhof","49.5218981","8.408725","0","B"
"515211","Paul-Münch-Straße","49.4755681","8.3276431","0","B"
"515212","Paul-Münch-Straße","49.4758369","8.3275981","0","A"
"515711","Brunnenweg","49.4721939","8.334345","0","A"
"515712","Brunnenweg","49.4724281","8.3350539","0","B"
"554001","Franz-Sigel-Straße","49.4627781","8.4769519","0","A"
"554002","Franz-Sigel-Straße","49.46231","8.4772939","0","B"
"554011","Franz-Sigel-Straße","49.4629819","8.4770239","0","C"
"554201","Kunsthalle","49.4833311","8.473485","0","B"
"554202","Kunsthalle","49.4829339","8.4730361","0","A"
"554203","Kunsthalle","49.4833011","8.4735661","0","C"
"554211","Kunsthalle","49.4825081","8.4723081","0","F"
"554212","Kunsthalle","49.4823331","8.47282","0","G"
"554301","Theresienkrankenhaus","49.4897669","8.4806981","0","A"
"554302","Theresienkrankenhaus","49.4901989","8.4810839","0","B"
"554311","Theresienkrankenhaus","49.49003","8.48068","0","C"
"554312","Theresienkrankenhaus","49.4891139","8.4805181","0","D"
"554342","Theresienkrankenhaus","49.4891139","8.4805181","0","n/a"
"554401","Universitätsklinikum","49.4935719","8.4838781","0","A"
"554402","Universitätsklinikum","49.4938811","8.48448","0","C"
"554404","Universitätsklinikum","49.493805","8.4845069","0","B"
"554411","Universitätsklinikum","49.4936481","8.4836631","0","E"
"554412","Universitätsklinikum","49.4934031","8.48422","0","D"
"554501","Mannheimer Straße","49.5079289","8.5123731","0","A"
"554502","Mannheimer Straße","49.5079819","8.51328","0","B"
"554511","Mannheimer Straße","49.508355","8.5128131","0","D"
"554512","Mannheimer Straße","49.5084311","8.5129481","0","C"
"554601","Im Rott","49.5079181","8.5278331","0","1"
"554602","Im Rott","49.50769","8.527985","0","2"
"554611","Im Rott","49.5075969","8.5288569","0","B"
"554612","Im Rott","49.5073231","8.5278511","0","A"
"554701","Käfertal Bahnhof","49.5096561","8.5181039","0","2"
"554702","Käfertal Bahnhof","49.5101461","8.5185169","0","1"
"554703","Käfertal Bahnhof","49.5101339","8.5185531","0","4"
"554704","Käfertal Bahnhof","49.5097261","8.518365","0","3"
"554711","Käfertal Bahnhof","49.5092711","8.5178081","0","A"
"554712","Käfertal Bahnhof","49.5094339","8.5179239","0","B"
"554713","Käfertal Bahnhof","49.5096381","8.5180319","0","C"
"554714","Käfertal Bahnhof","49.5098189","8.5181761","0","D"
"554715","Käfertal Bahnhof","49.5102981","8.5184089","0","E"
"554802","Alte Feuerwache","49.4961389","8.4736819","0","B"
"554815","Alte Feuerwache","49.4958181","8.4722269","0","F"
"554821","Alte Feuerwache","49.4956319","8.4732331","0","A"
"554824","Alte Feuerwache","49.4961219","8.47379","0","C"
"554901","MVV-Hochhaus","49.49398","8.4655711","0","A"
"554902","MVV-Hochhaus","49.4938931","8.4671339","0","B"
"555021","Neumarkt","49.4989219","8.4673489","0","A"
"555022","Neumarkt","49.4988231","8.4677711","0","B"
"555301","Schönau","49.5468681","8.4742211","0","A"
"555302","Schönau","49.5472519","8.4742931","0","B"
"555311","Schönau","49.5468269","8.4746261","0","C"
"555421","Schönau Siedlung","49.5400419","8.4734669","0","A"
"555422","Schönau Siedlung","49.5398789","8.4734581","0","B"
"555511","Eugen-Neter-Schule","49.565935","8.4931669","0","D"
"555611","Sonderburger Straße","49.5353781","8.4810481","0","B"
"555612","Sonderburger Straße","49.5361131","8.4811469","0","A"
"555721","Blücherstraße","49.4873919","8.5273481","0","A"
"555722","Blücherstraße","49.48727","8.5277339","0","B"
"555811","Antwerpener Straße","49.4176369","8.50506","0","A"
"555911","Hofrat-Wild-Straße","49.4502061","8.5207719","0","B"
"555912","Hofrat-Wild-Straße","49.45013","8.5221639","0","A"
"556011","Pfalzplatz","49.4647039","8.4699181","0","A"
"556211","MA Otto-Hahn-Straße","49.5260319","8.4547461","0","A"
"556301","Heddesheim Bahnhof","49.5048139","8.5941731","0","A"
"557511","Haus Waldhof","49.52591","8.4860519","0","B"
"557512","Haus Waldhof","49.5253911","8.485845","0","A"
"558811","Karl-Feuerstein-Straße","49.5222881","8.4874181","0","B"
"558812","Karl-Feuerstein-Straße","49.5222711","8.48722","0","A"
"559001","Schafweide","49.4948319","8.47918","0","A"
"559022","Schafweide","49.4944761","8.47962","0","B"
"564711","Hafenbahnstraße","49.5135231","8.4836089","0","A"
"564712","Hafenbahnstraße","49.5137389","8.48227","0","B"
"569811","Dortmunder Straße","49.4187881","8.5153819","0","E"
"569812","Dortmunder Straße","49.4187819","8.515355","0","A"
"570001","Oggersheim","49.4884489","8.3646989","0","A"
"570002","Oggersheim","49.4882969","8.3643119","0","D"
"570003","Oggersheim","49.488495","8.3642939","0","B"
"570004","Oggersheim","49.4881739","8.3638719","0","C"
"570011","Oggersheim","49.4898611","8.3654619","0","E"
"574201","Dossenheim Nord","49.4528389","8.6672511","0","1"
"574202","Dossenheim Nord","49.4534639","8.6670811","0","2"
"587112","Schönau Gewerbegebiet","49.4265889","8.8089781","0","A"
"587212","Abzw. Schul-/Sportzentrum","49.4428519","8.8092931","0","A"
"587311","Heiligkreuzsteinach Schule","49.4853439","8.7957189","0","A"
"600411","Mensa am Schloss","49.48657","8.4592011","0","A"
"600511","Akademiestraße","49.4923989","8.4567219","0","A"
"600512","Akademiestraße","49.4924919","8.4568211","0","B"
"600611","Popakademie","49.4963669","8.4574681","0","A"
"600612","Popakademie","49.4970489","8.4576381","0","B"
"600711","Verbindungskanal","49.5009231","8.4516469","0","A"
"600811","Leoniweg","49.5106011","8.4919989","0","A"
"600812","Leoniweg","49.5103619","8.49261","0","B"
"602911","Otto-Bauder-Sportanlagen","49.4659831","8.5496889","0","A"
"602912","Otto-Bauder-Sportanlagen","49.4662339","8.5509911","0","B"
"603111","Innerer Heckweg","49.4592631","8.56319","0","A"
"603112","Innerer Heckweg","49.4586261","8.5629119","0","B"
"603611","Pfingstberg Sportanlagen","49.449435","8.5245269","0","B"
"603612","Pfingstberg Sportanlagen","49.44916","8.52485","0","A"
"604101","MA Rathaus/rem","49.4890731","8.4626869","0","A"
"604113","MA Rathaus/rem","49.48898","8.4628219","0","C"
"604122","MA Rathaus/rem","49.4892539","8.4623281","0","B"
"608011","Am Salzkai","49.49674","8.4604681","0","A"
"608012","Am Salzkai","49.4963781","8.4608989","0","B"
"612011","Im Hauskorb","49.469445","8.7967339","0","B"
"612012","Im Hauskorb","49.46938","8.7963931","0","A"
"614011","Quartier am Turm","49.3819411","8.6821539","0","B"
"614012","Quartier am Turm","49.382005","8.6821269","0","A"
"614111","Fabrikstraße","49.380005","8.6821719","0","B"
"614112","Fabrikstraße","49.3800689","8.6821","0","A"
"614211","Maria-von-Graimberg-Haus","49.3782911","8.6800789","0","B"
"614212","Maria-von-Graimberg-Haus","49.3783669","8.6792081","0","A"
"614311","Herrenmühle","49.4137211","8.7167661","0","A"
"614313","Herrenmühle","49.4139081","8.7176919","0","B"
"614341","Herrenmühle","49.4143289","8.7168111","0","C"
"614411","Campus Im Neuenheimer Feld","49.4134231","8.670485","0","B"
"614412","Campus Im Neuenheimer Feld","49.413435","8.670315","0","A"
"614511","Kopfklinik","49.4190511","8.667135","0","A"
"614512","Kopfklinik","49.4191789","8.66691","0","B"
"615811","Prager Straße","49.5418369","8.39022","0","B"
"615812","Prager Straße","49.5418489","8.3888631","0","A"
"615911","Holländerstraße","49.4281839","8.5090219","0","A"
"617312","Kompostwerk","49.4358139","8.6400139","0","A"
"640412","Tiefburg","49.4277161","8.6860711","0","A"
"640511","Bachlenz","49.4303281","8.68802","0","B"
"640512","Bachlenz","49.4302289","8.6880469","0","A"
"640712","Heiligenbergstraße","49.4297089","8.6938139","0","A"
"640812","Waldweg","49.429825","8.6978389","0","B"
"640911","Turnerbrunnen","49.4317889","8.7053761","0","A"
"641011","Bahofweg","49.43152","8.7010369","0","A"
"641111","Mühltalstraße","49.4309881","8.69783","0","A"
"647211","Heiligenberg","49.42213","8.70587","0","A"
"660011","FT Industriegebiet Am Römig","49.4860089","8.3206181","0","A"
"664511","Ebertpark Süd","49.4870311","8.414825","0","A"
"664512","Ebertpark Süd","49.4871119","8.414735","0","B"
"664611","LU Völklinger Straße","49.48856","8.4044311","0","A"
"664612","LU Völklinger Straße","49.48867","8.4041889","0","B"
"664711","Burbacher Straße","49.4899481","8.3949539","0","A"
"664712","Burbacher Straße","49.4901231","8.3942169","0","B"
"664811","Erich-Kästner-Straße","49.4857531","8.3685519","0","A"
"664812","Erich-Kästner-Straße","49.4859389","8.36857","0","B"
"664901","Westlich B 9","49.4834939","8.3542869","0","1"
"664902","Westlich B 9","49.4833481","8.35364","0","2"
"664911","Westlich B 9","49.48378","8.3531731","0","B"
"664912","Westlich B 9","49.4829689","8.3537211","0","A"
